序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,TWD97_lon,TWD97_lat,is_indoor
2750,彰化縣田尾鄉,饒平村,中山路一段449號,120.528588,23.891877,田尾國小,田尾、饒平、溪畔、南曾、北曾、正義、打簾,500,"水災,震災,土石流,海嘯",邱一瓶,04-8832745#113,是,否,是,201997.43565936614,2643128.876912856,True
2751,彰化縣田尾鄉,南鎮村,平和路一段140號,120.554772,23.892145,南鎮社區活動中心,南鎮村,78,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,204663.8098764462,2643149.9190156604,True
2752,南投縣魚池鄉,中明村,文正巷5-10號,120.9206,23.8922,中明活動中心,中明村,25,"水災,震災,土石流",楊崑欣,049-2899147,是,否,否,241915.0003125304,2643086.935651636,True
2753,南投縣中寮鄉,永和村,龍南路321-11號,120.7764,23.8925,永和社區活動中心,永和村,50,"水災,震災,土石流",吳昌祈,049-2601318,是,否,是,227231.68168891373,2643135.8844972975,True
2754,彰化縣埤頭鄉,埤頭村,中南路145號,120.478352,23.892504,埤頭國小,埤頭村和興農村,50,"水災,震災,土石流,海嘯",郭福麟,04-8922019,是,是,否,196882.20943511077,2643216.271467126,True
2755,南投縣南投市,永興里,八卦路58巷20號,120.6389,23.8926,永興里災民收容所社區活動中心,永興里,150,"水災,震災,土石流",里長鄭龍合,049-2235456,是,否,是,213230.51821416363,2643175.8945168345,True
2756,彰化縣田尾鄉,南曾村,福德巷185號,120.534173,23.892743,南曾社區活動中心,南曾村,84,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,202566.46492587475,2643222.900791352,True
2757,南投縣南投市,嘉和里,樂利三街2號,120.6696,23.8928,嘉和里災民收容所嘉和里神木社區活動中心,嘉和里,100,"水災,震災,土石流",黃劍鵬,049-2222110,是,否,是,216356.6623044347,2643190.403294335,True
2758,彰化縣社頭鄉,舊社村,南勢巷9-16號,120.595,23.893,社頭鄉老人文康活動中心,全鄉,150,"水災,土石流,海嘯",蕭淑滿,04-8732621,是,否,是,208760.42223762014,2643232.2980598127,True
2759,南投縣南投市,千秋里,千秋路222號,120.706,23.893,千秋里災民收容所社區活動中心,千秋里,150,"水災,震災,土石流",里長陳建昌,049-2227180,是,否,是,220063.20111824368,2643204.3724579364,True
2760,彰化縣埤頭鄉,合興村,文鄉路135號,120.4587,23.8933,圖書館一樓,合興村 平原村,40,"水災,震災,土石流,海嘯",李麗月,48927904,是,否,是,194881.40529062971,2643311.946077736,True
2761,彰化縣埤頭鄉,中和村,溪林路284號,120.4587,23.8933,中和國小活動中心,中和村 庄內村,50,"水災,土石流,海嘯",鍾莉稠,48922117,是,否,是,194881.40529062971,2643311.946077736,True
2762,彰化縣大城鄉,三豐村,平康路13號,120.299171,23.893532,三豐社區活動中心,三豐村,100,"水災,土石流,海嘯",洪秋郎,8986158,否,否,否,178636.79356599005,2643408.964531418,True
2763,彰化縣埤頭鄉,合興村,文鄉路161號,120.459432,23.894074,合興國小,合興村,50,"水災,震災,土石流,海嘯",洪于仁,04-8922030,是,否,否,194956.2712467611,2643397.3807209544,True
2764,彰化縣田尾鄉,北曾村,福德巷359號,120.53401,23.894834,北曾社區活動中心,北曾村,90,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,202550.62983507247,2643454.5297152707,True
2765,南投縣中寮鄉,爽文村,龍南路190號,120.7244,23.8949,爽文社區活動中心,爽文村,100,"水災,震災,土石流",林永峰,049-2602430,是,否,是,221937.21676298714,2643411.0186459073,True
2766,南投縣南投市,嘉和里,嘉和一路232巷2號,120.6871,23.8955,嘉和里、嘉興里災民收容所嘉和里集會所,嘉和里嘉興里,250,"水災,震災,土石流",林聰輝,049-2231475,是,否,是,218139.2925090564,2643485.36766596,True
2767,南投縣南投市,嘉和里,嘉和一路232巷2號,120.6871,23.8955,嘉和里災民收容所嘉和里集會所,嘉興里、嘉和里,250,"水災,震災,土石流",里長林聰輝,049-2234543,是,否,是,218139.2925090564,2643485.36766596,True
2768,彰化縣芳苑鄉,路上村,新上路12號,120.3283,23.8961,路上國小,全鄉,150,"水災,震災,土石流,海嘯",謝木麟,04-8982014,是,是,是,181604.3523064683,2643678.981629944,True
2769,彰化縣二林鎮,華崙里,光復路73號,120.427,23.8963,中興國小,全鎮,100,"水災,震災,土石流,海嘯",洪維振,04-8683458,是,否,是,191654.78564318048,2643656.9082659218,True
2770,南投縣中寮鄉,永芳村,龍南路269-1號,120.7145,23.8966,永芳社區活動中心,永芳村,50,"水災,震災,土石流",曾盟富,049-2601938,是,否,是,220929.5304397404,2643601.2872166047,True
2771,彰化縣社頭鄉,美雅村,彰化縣社頭鄉美雅村中山路1段172號,120.5858,23.8968,社頭鄉運動公園體育館,全鄉,500,"水災,震災,土石流,海嘯",李雪娥,04-8732621,是,否,是,207824.84337922078,2643655.851475486,True
2772,彰化縣田尾鄉,北鎮村,平和路二段151號,120.552144,23.897327,北鎮社區活動中心,北鎮村,78,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,204398.02216993258,2643724.6594341774,True
2773,彰化縣田尾鄉,溪頂村,三溪路一段209號,120.508138,23.897399,溪頂社區活動中心,溪頂村,45,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,199917.1620849393,2643747.5193887255,True
2774,彰化縣田尾鄉,田尾村,光復路三段538巷1號,120.508138,23.897399,田尾社區活動中心,田尾村,84,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,199917.1620849393,2643747.5193887255,True
2775,彰化縣社頭鄉,仁雅村,社斗路一段258號,120.584451,23.897442,社頭國小,社頭村,300,"水災,震災,土石流,海嘯",蕭淑滿,04-8732621164,否,否,否,207687.6911955155,2643727.3543731803,True
2776,彰化縣二林鎮,豐田里,斗苑路四段586號,120.3707,23.8976,二林鎮鎮立幼兒園,全鎮,200,"水災,土石流,海嘯",洪雅妮,04-8952421,是,否,是,185922.57995137133,2643825.249833973,True
2777,彰化縣二林鎮,興華里,中農路15號,120.366378,23.898143,興華社區活動中心,本里,75,"水災,土石流,海嘯",洪義當,48966058,否,否,否,185482.75686115984,2643887.352170794,True
2778,彰化縣二林鎮,振興里,二溪路6段626號,120.366378,23.898143,萬興國中,萬興里振興里永興里,121,"水災,震災,土石流,海嘯",洪仲輝,48681593,否,否,否,185482.75686115984,2643887.352170794,True
2779,彰化縣二林鎮,趙甲里,鎮平巷1號,120.366378,23.898143,圓和宮,本里,121,"水災,土石流,海嘯",陳寬進,48961129,否,否,否,185482.75686115984,2643887.352170794,True
2780,彰化縣二林鎮,頂厝里,文明巷3號,120.366378,23.898143,民眾活動中心,本里,121,"水災,土石流,海嘯",洪旭照,48961062,否,否,否,185482.75686115984,2643887.352170794,True
2781,彰化縣二林鎮,外竹里,中南巷41-1號,120.366378,23.898143,育德國小,外竹里,121,"水災,震災,土石流,海嘯",謝素絹,48968055,否,否,否,185482.75686115984,2643887.352170794,True
2782,彰化縣二林鎮,梅芳里,太平路72-1號,120.366378,23.898143,梅芳社區活動中心,梅芳里,151,"水災,土石流,海嘯",吳坤哲,48683288,否,否,否,185482.75686115984,2643887.352170794,True
2783,彰化縣二林鎮,西庄里,同安巷80-1號,120.366378,23.898143,慈靈宮,西庄里,227,"水災,土石流,海嘯",洪漢中,48682046,否,否,否,185482.75686115984,2643887.352170794,True
2784,彰化縣二林鎮,後厝里,新榮巷1-2號,120.366378,23.898143,廣福宮,本里,303,"水災,土石流,海嘯",陳美智,48967723,否,否,否,185482.75686115984,2643887.352170794,True
2785,彰化縣二林鎮,東興里,福建巷45-1號,120.366378,23.898143,東興社區活動中心,本里,303,"水災,土石流,海嘯",洪火輪,48956015,否,否,否,185482.75686115984,2643887.352170794,True
2786,南投縣魚池鄉,東池村,新店巷35號,120.9396,23.8983,麒麟宮代化堂集會所,東池村,50,"水災,震災",王燕聰,049-2896817,是,否,是,243849.98699927327,2643761.5283043976,True
2787,彰化縣埤頭鄉,永豊村,東西路621號,120.450794,23.898467,永豐社區活動中心,永豐村,25,"水災,震災,土石流,海嘯",陳聰典,04-8923001,是,是,否,194078.57171517704,2643887.289775364,True
2788,彰化縣田尾鄉,新興村,新興路280號,120.558394,23.898593,新興社區活動中心,新興村,90,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,205034.86140325002,2643862.865139717,True
2789,南投縣魚池鄉,魚池村,瓊文巷41號,120.9373,23.899,魚池國小,魚池村,300,"水災,震災",尤長盛,049-2895537,是,是,否,243615.83206837665,2643839.1522311666,True
2790,南投縣魚池鄉,共和村,長興巷8之11號,120.9533,23.8992,長興長寮尾活動中心,共和村,50,"水災,震災,土石流",陳慶煌,049-2880168,是,否,否,245244.97343047347,2643860.671271118,True
2791,南投縣中寮鄉,龍安村,龍南路94-5號,120.7592,23.8996,龍安社區活動中心,龍安村,50,"水災,震災,土石流",廖振添,049-2601314,是,否,是,225481.6044984883,2643925.058086916,True
2792,花蓮縣壽豐鄉,月眉村,月眉路三段108號,121.554,23.8996,月眉活動中心,月眉村,53,"水災,震災,土石流,海嘯",黃明輝,03-8631116,是,否,是,306409.0831830125,2644014.6725255945,True
2793,臺中市沙鹿區,三鹿里,三鹿里自強路293號,120.364822,23.899861,三鹿社區活動中心,三鹿里,224,"水災,震災,土石流,海嘯",陳和利,04-26358251,是,否,是,185325.17058201408,2644078.3318938604,True
2794,彰化縣二林鎮,豐田里,彰化縣二林鎮豐田里斗苑路五段22號,120.3716,23.8999,二林國小,全鎮,200,"水災,震災,土石流,海嘯",陳瑞吉,04-8960057#701,是,否,是,186015.35528396827,2644079.5677865813,True
2795,彰化縣二林鎮,南光里,建興街80號,120.3773,23.8999,中正國小,全鎮,150,"水災,震災,土石流,海嘯",林福榮,04-8960145,是,否,是,186595.75348999343,2644077.0004188786,True
2796,彰化縣田尾鄉,新厝村,光明巷54號,120.503867,23.899999,新厝社區活動中心,新厝村,30,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,199483.27910219962,2644036.9844670156,True
2797,彰化縣二林鎮,原斗里,斗苑路一段865號,120.3754,23.9005,原斗國小,全鎮,100,"水災,震災,土石流,海嘯",蔡忠課,04-8902322,是,否,是,186402.58096497788,2644144.30370179,True
2798,彰化縣社頭鄉,廣興村,中興路1號,120.582081,23.901267,社頭國中,廣興村,300,"水災,震災,土石流,海嘯",蕭淑滿,04-8732621164,否,否,否,207447.62039220546,2644151.6753269224,True
2799,彰化縣田尾鄉,新厝村,中正路二段101號,120.508227,23.902513,仁豐國小,仁里、新厝、溪頂、豐田,100,"水災,震災,土石流,海嘯",鄭全永,04-8830347,是,否,是,199928.19398392225,2644313.855501063,True
2800,南投縣南投市,三和里,彰南路一段992號,120.6859,23.9026,三和里災民收容所里集會所,三和里,250,"水災,震災,土石流",里長吳志鵬,049-2225041,是,否,是,218018.84931162957,2644271.9408640238,True
2801,彰化縣田尾鄉,豐田村,光復路四段114號,120.510873,23.903422,豐田社區活動中心,豐田村,60,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,200197.95957233955,2644413.5914089847,True
2802,南投縣南投市,三興里,彰南路一段993號,120.6853,23.9039,三興里災民收容所南投高商活動中心,三興里,250,"水災,震災,土石流",校長何景標,049-2222269,是,否,是,217958.07829041214,2644416.047635737,True
2803,彰化縣田尾鄉,打簾村,民生路一段245號,120.529979,23.904866,打簾社區活動中心,打簾村,60,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,否,202143.86019679188,2644566.9139528084,True
2804,花蓮縣壽豐鄉,志學村,中正路120巷13號,121.5322,23.9053,志學活動中心,志學村,40,"水災,震災,土石流,海嘯",徐琬玲,03-8661800,是,否,是,304186.95561039296,2644637.4170299126,True
2805,南投縣南投市,崇文里,彰南路一段1059號,120.6839,23.9058,崇文里災民收容所南投國小活動中心,崇文里,250,"水災,震災,土石流",吳欲豐,049-2222038,是,否,是,217816.00343224077,2644626.784725117,True
2806,南投縣南投市,南投里,彰南路一段1059號,120.6839,23.9058,彰仁里災民收容所南投國小活動中心,彰仁里、崇文里,250,"水災,震災,土石流",校長吳欲豐,049-2222038,是,否,是,217816.00343224077,2644626.784725117,True
2807,南投縣魚池鄉,新城村,通文巷8號,120.9259,23.9059,新城村避難所,新城村,50,"水災,震災,土石流",沈華儷,049-2899669,是,否,否,242455.47428327,2644603.8596381308,True
2808,南投縣中寮鄉,永平村,永平路316號,120.8067,23.906,中寮國小活動中心,永平村,100,"水災,震災,土石流",簡烈堂,049-2691322,是,否,是,230319.06484348018,2644626.4107295964,True
2809,彰化縣永靖鄉,新莊村,永社路75-1號,120.553913,23.906852,新莊社區活動中心,新莊村,26,"水災,土石流,海嘯",詹日新,8224149,否,否,否,204581.47701170598,2644778.9648982785,True
2810,彰化縣永靖鄉,瑚璉村,錫壽路123號,120.553913,23.906852,永靖國中,瑚璉村,472,"水災,土石流,海嘯",陳玉春,8221191-283,否,否,否,204581.47701170598,2644778.9648982785,True
2811,彰化縣二林鎮,原斗里,中正巷13號,120.436185,23.907276,原斗社區活動中心,原斗里,10,"水災,土石流,海嘯",廖忠誠,8902022,否,否,否,192594.90742556134,2644868.7345039123,True
2812,彰化縣二林鎮,西斗里,再發路46號,120.436185,23.907276,西斗社區活動中心,西斗里,12,"水災,土石流,海嘯",蔡淑芬,8903877,否,否,否,192594.90742556134,2644868.7345039123,True
2813,彰化縣二林鎮,東和里,照西路176巷1號,120.436185,23.907276,東和里集會所,東和里,18,"水災,土石流,海嘯",洪桂昌,48961005,否,否,否,192594.90742556134,2644868.7345039123,True
2814,彰化縣二林鎮,大永里,大永路17號,120.436185,23.907276,大永社區活動中心,大永里,91,"水災,土石流,海嘯",莊德雄,8902596,否,否,否,192594.90742556134,2644868.7345039123,True
2815,彰化縣二林鎮,東勢里,面前巷2號,120.436185,23.907276,東勢社區活動中心,東勢里,91,"水災,土石流,海嘯",葉見智,8902421,否,否,否,192594.90742556134,2644868.7345039123,True
2816,彰化縣二林鎮,萬合里,成田巷2號之4,120.436185,23.907276,新興宮,萬合里,136,"水災,土石流,海嘯",陳俊男,8904637,否,否,否,192594.90742556134,2644868.7345039123,True
2817,彰化縣二林鎮,復豐里,漏瑤巷30號,120.436185,23.907276,復豐社區活動中心,復豐里,151,"水災,土石流,海嘯",曾進賜,8903832,否,否,否,192594.90742556134,2644868.7345039123,True
2818,彰化縣二林鎮,東華里,路東巷1-23號,120.436185,23.907276,慈聖?,東華里,200,"水災,土石流,海嘯",曾文昌,8902114,否,否,否,192594.90742556134,2644868.7345039123,True
2819,彰化縣二林鎮,南光里,懷仁街8號,120.436185,23.907276,南光社區活動中心,本里,200,"水災,土石流,海嘯",洪淑女,48961006,否,否,否,192594.90742556134,2644868.7345039123,True
2820,南投縣仁愛鄉,中正村,光明路58號,120.98989,23.907318,中正村社區活動中心,中正村,100,"水災,震災,土石流,海嘯",高金水,049-2926534,是,否,是,248970.65710128658,2644758.956987175,True
2821,彰化縣社頭鄉,朝興村,社石路91號,120.604063,23.908289,朝興國小,朝興村仁和村泰安村,200,"水災,震災,土石流,海嘯",蕭淑滿,04-8732621164,否,否,否,209688.0230849721,2644922.9039613055,True
2822,南投縣魚池鄉,大雁村,山楂腳巷16-1號,120.9149,23.9089,養靈社區活動養靈社區活動中心山楂腳,大雁村,25,"水災,震災,土石流",謝棟漢,049-2896856,是,否,否,241335.7036642546,2644936.7278392194,True
2823,南投縣南投市,振興里,振興巷29巷18號,120.6961,23.9095,振興里災民收容所里辦公處,振興里,100,"水災,震災,土石流",里長廖國清,049-2222483,是,否,是,219059.04589593387,2645033.8246253314,True
2824,南投縣南投市,仁和里,民生街33-3號,120.6858,23.9101,仁和里災民收容所市區7里聯合辦公處,仁和里,150,"水災,震災,土石流",李秋香,2237153,是,否,是,218010.51325496566,2645102.565377504,True
2825,南投縣南投市,仁和里,民生街33之3號,120.6858,23.9101,南投里災民收容所市區七里聯合辦公處,南投里,150,"水災,震災,土石流",里長劉同源,049-2244089,是,否,是,218010.51325496566,2645102.565377504,True
2826,南投縣南投市,三民里,建國路137號,120.6809,23.9105,三民里災民收容所南投高中,三民里,300,"水災,震災,土石流",校長黃國軒,049-2231175,是,否,是,217511.72855206655,2645147.9816653547,True
2827,彰化縣永靖鄉,湳港村,湳港村永社路205號,120.548393,23.910928,湳港社區活動中心,湳港,230,"水災,土石流,海嘯",詹慶豐,8221147,否,否,否,204020.89026047077,2645232.158678696,True
2828,彰化縣永靖鄉,五福村,五福村五福巷99-1號,120.541084,23.911429,五福社區活動中心,五福,67,"水災,土石流,海嘯",高芳熙,8225153,是,否,否,203276.91422747573,2645290.0402132017,True
2829,彰化縣田尾鄉,溪畔村,溪畔巷157號,120.536106,23.912249,溪畔社區活動中心,溪畔村,36,"水災,土石流,海嘯",葉美麟,04-8832171133,否,否,是,202770.3854374884,2645382.5082046166,True
